"STATISTIC","Statistic Label","C02172V02618","Type of Vehicle Registration","C01841V02268","Type of Fuel","TLIST(M1)","Month","UNIT","VALUE"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201409","2014M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201410","2014M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201411","2014M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201412","2014M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201501","2015M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201502","2015M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201503","2015M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201504","2015M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201505","2015M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201506","2015M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201507","2015M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201508","2015M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201509","2015M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201510","2015M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201511","2015M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","1","Petrol","201512","2015M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199607","1996M07","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199608","1996M08","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199609","1996M09","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199610","1996M10","Number","3"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199611","1996M11","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199612","1996M12","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199701","1997M01","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199702","1997M02","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199703","1997M03","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199704","1997M04","Number","2"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199705","1997M05","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199706","1997M06","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199707","1997M07","Number","5"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199708","1997M08","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199709","1997M09","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199710","1997M10","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199711","1997M11","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199712","1997M12","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199801","1998M01","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199802","1998M02","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199803","1998M03","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199804","1998M04","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199805","1998M05","Number","2"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199806","1998M06","Number","3"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199807","1998M07","Number","5"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199808","1998M08","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199809","1998M09","Number","2"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199810","1998M10","Number","1"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199811","1998M11","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199812","1998M12","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199901","1999M01","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199902","1999M02","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199903","1999M03","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199904","1999M04","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199905","1999M05","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199906","1999M06","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199907","1999M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199908","1999M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199909","1999M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199910","1999M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199911","1999M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","199912","1999M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200001","2000M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200002","2000M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200003","2000M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200004","2000M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200005","2000M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200006","2000M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200007","2000M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200008","2000M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200009","2000M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200010","2000M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200011","2000M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200012","2000M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200101","2001M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200102","2001M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200103","2001M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200104","2001M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200105","2001M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200106","2001M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200107","2001M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200108","2001M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200109","2001M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200110","2001M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200111","2001M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200112","2001M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200201","2002M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200202","2002M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200203","2002M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200204","2002M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200205","2002M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200206","2002M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200207","2002M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200208","2002M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200209","2002M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200210","2002M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200211","2002M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200212","2002M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200301","2003M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200302","2003M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200303","2003M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200304","2003M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200305","2003M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200306","2003M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200307","2003M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200308","2003M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200309","2003M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200310","2003M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200311","2003M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200312","2003M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200401","2004M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200402","2004M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200403","2004M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200404","2004M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200405","2004M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200406","2004M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200407","2004M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200408","2004M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200409","2004M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200410","2004M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200411","2004M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200412","2004M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200501","2005M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200502","2005M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200503","2005M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200504","2005M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200505","2005M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200506","2005M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200507","2005M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200508","2005M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200509","2005M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200510","2005M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200511","2005M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200512","2005M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200601","2006M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200602","2006M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200603","2006M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200604","2006M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200605","2006M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200606","2006M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200607","2006M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200608","2006M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200609","2006M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200610","2006M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200611","2006M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200612","2006M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200701","2007M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200702","2007M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200703","2007M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200704","2007M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200705","2007M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200706","2007M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200707","2007M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200708","2007M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200709","2007M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200710","2007M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200711","2007M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200712","2007M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200801","2008M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200802","2008M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200803","2008M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200804","2008M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200805","2008M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200806","2008M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200807","2008M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200808","2008M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200809","2008M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200810","2008M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200811","2008M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200812","2008M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200901","2009M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200902","2009M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200903","2009M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200904","2009M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200905","2009M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200906","2009M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200907","2009M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200908","2009M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200909","2009M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200910","2009M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200911","2009M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","200912","2009M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201001","2010M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201002","2010M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201003","2010M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201004","2010M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201005","2010M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201006","2010M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201007","2010M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201008","2010M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201009","2010M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201010","2010M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201011","2010M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201012","2010M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201101","2011M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201102","2011M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201103","2011M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201104","2011M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201105","2011M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201106","2011M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201107","2011M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201108","2011M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201109","2011M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201110","2011M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201111","2011M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201112","2011M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201201","2012M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201202","2012M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201203","2012M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201204","2012M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201205","2012M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201206","2012M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201207","2012M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201208","2012M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201209","2012M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201210","2012M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201211","2012M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201212","2012M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201301","2013M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201302","2013M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201303","2013M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201304","2013M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201305","2013M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201306","2013M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201307","2013M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201308","2013M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201309","2013M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201310","2013M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201311","2013M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201312","2013M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201401","2014M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201402","2014M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201403","2014M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201404","2014M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201405","2014M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201406","2014M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201407","2014M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201408","2014M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201409","2014M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201410","2014M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201411","2014M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201412","2014M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201501","2015M01","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201502","2015M02","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201503","2015M03","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201504","2015M04","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201505","2015M05","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201506","2015M06","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201507","2015M07","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201508","2015M08","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201509","2015M09","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201510","2015M10","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201511","2015M11","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","2","Diesel","201512","2015M12","Number",""
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199607","1996M07","Number","0"
"TEM03","New Vehicles Licensed for the First Time","01602","New Combine Harvestors","3","Other fuel types","199608","1996M08","Number","0"
